antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'22698'}),frozenset({'22697'}),0.026615197074360015,0.031897602600568876,0.021129622104835433,0.7938931297709924,24.888802450527542,1.0,0.020280661125421675,4.697089409604647,0.986065619832057,0.5652173913043478,0.7871022003636567,0.7281567559682987
frozenset({'22578'}),frozenset({'22577'}),0.029662738724095895,0.033319788703778955,0.023770824867939862,0.8013698630136986,24.05086869361844,1.0,0.022782468681277583,4.86673485687063,0.9877199387249638,0.6062176165803107,0.7945234270183742,0.75739224858002
frozenset({'22697'}),frozenset({'22699'}),0.031897602600568876,0.03657049979683056,0.024177163754571313,0.7579617834394904,20.726043878273174,1.0,0.023010652485147828,3.9804850403130936,0.9831103900111986,0.5458715596330275,0.7487743353203652,0.7095364472753007
frozenset({'82486'}),frozenset({'82483'}),0.03677366924014628,0.03819585534335636,0.02092645266151971,0.5690607734806631,14.89849535676502,1.0,0.019521850910778647,2.2318788484981096,0.9684942138707371,0.38721804511278196,0.5519470061410696,0.5584665569530975
frozenset({'22730'}),frozenset({'22727'}),0.028443722064201545,0.049979683055668425,0.02072328321820398,0.7285714285714285,14.577351916376307,1.0,0.019301675004511666,3.5000748519001683,0.9586685364233524,0.3591549295774647,0.7142918245142368,0.571602787456446
frozenset({'22726'}),frozenset({'22727'}),0.04591629418935392,0.049979683055668425,0.033319788703778955,0.7256637168141594,14.519174041297939,1.0,0.031024906873104215,3.462977284345468,0.9759369676320273,0.5324675324675326,0.7112311407526288,0.696165191740413
frozenset({'22867'}),frozenset({'22866'}),0.03677366924014628,0.03941487200325071,0.020113774888256806,0.5469613259668509,13.877029105200206,1.0,0.01866434542206656,2.1203159532611178,0.963364929616775,0.35869565217391297,0.5283721756363875,0.5286353021586832
frozenset({'22866'}),frozenset({'22865'}),0.03941487200325071,0.04266558309630231,0.02295814709467696,0.5824742268041238,13.652086401570939,1.0,0.021276488597992145,2.292875023201449,0.9647777128910051,0.3883161512027491,0.5638663294418288,0.5602847324496809
frozenset({'22728'}),frozenset({'22727'}),0.034945144250304754,0.049979683055668425,0.02336448598130841,0.6686046511627907,13.377528833427869,1.0,0.021617938747343565,2.8667279739372806,0.9587514874141877,0.3795379537953796,0.6511702508604054,0.5680421629797693
frozenset({'22728'}),frozenset({'22726'}),0.034945144250304754,0.04591629418935392,0.021332791548151157,0.6104651162790697,13.295173904095494,1.0,0.019728240024264754,2.449289513424345,0.9582716791979949,0.35836177474402725,0.5917183352482073,0.5375334430952871
frozenset({'23300'}),frozenset({'23301'}),0.0465258025193011,0.056481105241771634,0.034741974806989026,0.7467248908296942,13.22079105274732,1.0,0.0321141460584385,3.7252728775798993,0.9694667808095423,0.5089285714285713,0.7315632886872857,0.6809164022493794
frozenset({'22867'}),frozenset({'22865'}),0.03677366924014628,0.04266558309630231,0.020113774888256806,0.5469613259668509,12.819731649565906,1.0,0.018544804847535408,2.1131406031654794,0.9571948124996004,0.339041095890411,0.5267707229220798,0.5091949486977112
frozenset({'23322'}),frozenset({'23321'}),0.041040227549776515,0.047541649735879724,0.023973994311255586,0.5841584158415841,12.287297960565287,1.0,0.02202287418800331,2.290435556587527,0.9579287561045676,0.3710691823899371,0.5634018179974993,0.5442159600575442
frozenset({'22662'}),frozenset({'22382'}),0.0321007720438846,0.05790329134498171,0.020113774888256806,0.6265822784810127,10.821185876082613,1.0,0.01825503453220091,2.5229030502964895,0.9376892349184541,0.2877906976744186,0.6036312216268157,0.4869753497668221
frozenset({'82494L'}),frozenset({'82482'}),0.05668427468508736,0.06277935798455912,0.034945144250304754,0.6164874551971327,9.819906972428113,1.0,0.031386541877754574,2.4437809263767107,0.9521372508752862,0.41346153846153844,0.5907980174464095,0.5865608797021262
"frozenset({'20727', '22384'})",frozenset({'20725'}),0.030881755383990246,0.07232832182039821,0.02072328321820398,0.6710526315789473,9.277868125369604,1.0,0.01848965767641192,2.8201219016659893,0.9206478398487277,0.25123152709359603,0.6454053991746778,0.47878474275576577
frozenset({'22910'}),frozenset({'22086'}),0.056481105241771634,0.07395367736692401,0.037180008126777735,0.6582733812949642,8.901158194323664,1.0,0.03300302269240048,2.709903975705213,0.9407920437911543,0.3986928104575164,0.63098323447429,0.5805103170211084
"frozenset({'20725', '22383'})",frozenset({'20727'}),0.032303941487200324,0.07212515237708249,0.020520113774888257,0.6352201257861636,8.807192842590133,1.0,0.01819018707274358,2.5436569098628263,0.916048417774803,0.24455205811138014,0.6068652198641334,0.4598635840198424
frozenset({'20726'}),frozenset({'22382'}),0.047541649735879724,0.05790329134498171,0.023973994311255586,0.5042735042735043,8.708891887839256,1.0,0.02122117631557787,1.900436464010985,0.9293580436165906,0.2942643391521197,0.47380508691701273,0.45915429599640123
frozenset({'20726'}),frozenset({'20728'}),0.047541649735879724,0.057496952458350264,0.02295814709467696,0.48290598290598286,8.398810063121017,1.0,0.020224647120021543,1.8226918440061655,0.9249071249509198,0.2797029702970297,0.4513609070625668,0.44109963456253204
frozenset({'22384'}),frozenset({'20728'}),0.05444941080861439,0.057496952458350264,0.026208858187728567,0.48134328358208955,8.371631243077896,1.0,0.023078183003080482,1.8172001204400152,0.9312552676200851,0.3056872037914692,0.44970287600582987,0.46858683613733454
frozenset({'23202'}),frozenset({'23203'}),0.04205607476635514,0.065826899634295,0.022754977651361235,0.5410628019323672,8.219478737997258,1.0,0.019986556638703967,2.035514018691589,0.9168989547038326,0.26730310262529833,0.5087235996326906,0.4433709071390231
frozenset({'20726'}),frozenset({'22384'}),0.047541649735879724,0.05444941080861439,0.021129622104835433,0.4444444444444444,8.162520729684909,1.0,0.018541007287847265,1.701991060544494,0.9212883959044369,0.26130653266331655,0.41245284820703815,0.41625207296849087
frozenset({'22386'}),frozenset({'85099B'}),0.04063388866314506,0.07496952458350264,0.02478667208451849,0.6100000000000001,8.136639566395665,1.0,0.021740368769463527,2.371873013888455,0.9142486165212019,0.27293064876957496,0.5783922688337361,0.4703116531165312
frozenset({'23206'}),frozenset({'23209'}),0.0489638358390898,0.060950832994717596,0.023770824867939862,0.4854771784232365,7.9650622406639,1.0,0.02078643828693073,1.8250874939376862,0.9194726088552193,0.27594339622641506,0.4520810627864929,0.43773858921161823
