antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'22698'}),frozenset({'22697'}),0.03288418350978505,0.03978184151427655,0.02630734680782804,0.7999999999999999,20.109677419354835,1.0,0.024999153431115383,4.8010907924286155,0.9825841764803449,0.5674740484429064,0.7917139993317741,0.7306451612903225
"frozenset({'22698', '22697'})",frozenset({'22699'}),0.02630734680782804,0.04539621430863009,0.0232595444337504,0.8841463414634146,19.476213048349567,1.0,0.022065290480170783,8.239737939651825,0.9742862012157019,0.48013245033112584,0.8786369169354608,0.6982569163147462
frozenset({'22697'}),frozenset({'22699'}),0.03978184151427655,0.04539621430863009,0.03256336220725056,0.8185483870967741,18.031203693149436,1.0,0.030757417204276508,5.260927530032437,0.9836729050872397,0.6189024390243903,0.809919449699427,0.7679314373646415
frozenset({'22698'}),frozenset({'22699'}),0.03288418350978505,0.04539621430863009,0.026788578761629774,0.8146341463414634,17.944979746617253,1.0,0.02529576131965525,5.149836212282389,0.9763816205704365,0.5202492211838007,0.8058190670967371,0.7023700767043006
frozenset({'23300'}),frozenset({'23301'}),0.03881937760667308,0.04282964388835419,0.02903432787937119,0.7479338842975206,17.46299563562076,1.0,0.02737170776050983,3.7972987898199713,0.980810509777309,0.5518292682926829,0.7366549077779023,0.7129182530101834
frozenset({'22356'}),frozenset({'20724'}),0.0356111645813282,0.05020853384664742,0.02598652550529355,0.7297297297297296,14.53397806752439,1.0,0.024198541143093402,3.514228424767403,0.9655811833123876,0.43431635388739936,0.715442515645184,0.6236508073568776
frozenset({'22630'}),frozenset({'22629'}),0.03946102021174206,0.0450753930060956,0.02582611485402631,0.6544715447154472,14.519486155715652,1.0,0.024047393859560555,2.7636641567117706,0.9693797532954108,0.43989071038251365,0.6381615336395259,0.6137126406851258
frozenset({'22910'}),frozenset({'22086'}),0.034327879371190244,0.04844401668270773,0.022938723131215914,0.6682242990654207,13.793742650244479,1.0,0.021275742770275996,2.868070146900009,0.9604744093116185,0.3833780160857909,0.6513334929827769,0.5708671164201276
frozenset({'23200'}),frozenset({'23199'}),0.03224254090471607,0.05325633622072506,0.02277831247994867,0.7064676616915423,13.26541988850926,1.0,0.02106119288091663,3.225347057959903,0.9554212395206646,0.36317135549872126,0.6899558459818832,0.5670892525325182
frozenset({'20723'}),frozenset({'20724'}),0.03737568174526788,0.05020853384664742,0.024542829643888354,0.6566523605150215,13.078501007829534,1.0,0.02266625146193955,2.76626764517164,0.9593967454226039,0.3893129770992367,0.6385020799612638,0.5727351259444118
frozenset({'22728'}),frozenset({'22727'}),0.033525826114854024,0.05614372794353545,0.02245749117741418,0.6698564593301436,11.9311004784689,1.0,0.02057522631693954,2.8589269689826247,0.9479668049792531,0.3341288782816229,0.6502184173120523,0.5349282296650718
frozenset({'22730'}),frozenset({'22727'}),0.03256336220725056,0.05614372794353545,0.02133461661854347,0.6551724137931034,11.669556650246305,1.0,0.01950638806985279,2.737183188963747,0.9450819886725602,0.31666666666666665,0.6346609156332778,0.5175862068965518
frozenset({'22726'}),frozenset({'22727'}),0.05421880012832852,0.05614372794353545,0.03448829002245749,0.636094674556213,11.329754860524092,1.0,0.03144424445862769,2.5936863410982522,0.9640039758922091,0.45454545454545453,0.6144483686579593,0.6251901944209637
frozenset({'22355'}),frozenset({'20724'}),0.04010266281681104,0.05020853384664742,0.02277831247994867,0.568,11.3128178913738,1.0,0.020764816576570123,2.1985913568364643,0.9496897830835279,0.33729216152019,0.5451633170072622,0.5108370607028754
frozenset({'21928'}),frozenset({'21929'}),0.04475457170356112,0.04764196342637151,0.022938723131215914,0.5125448028673835,10.758263639984069,1.0,0.020806527462951935,1.9537345015003111,0.9495446618872312,0.33025404157043886,0.48815972731602975,0.4970131421744325
frozenset({'82494L'}),frozenset({'82482'}),0.04924606993904395,0.05534167468719923,0.02855309592556946,0.5798045602605864,10.476816314969552,1.0,0.025827735943379827,2.2481403555893786,0.9514040678441639,0.3755274261603376,0.5551879145295459,0.5478732946230468
frozenset({'22662'}),frozenset({'22382'}),0.03865896695540584,0.060956047481552776,0.02245749117741418,0.5809128630705394,9.53002839047827,1.0,0.020100993352092682,2.2406890352172844,0.9310624299778313,0.2910602910602911,0.5537087100071305,0.47466695785105917
"frozenset({'23202', '85099B'})",frozenset({'23203'}),0.031119666345845363,0.07427013153673404,0.021174205967276226,0.6804123711340206,9.161319053238628,1.0,0.018862944254391015,2.8966386206753807,0.9194586594421031,0.25142857142857145,0.6547722615923557,0.48275478167932134
frozenset({'23208'}),frozenset({'23206'}),0.04683991017003529,0.058229066410009626,0.024863650946422844,0.5308219178082192,9.116098720706441,1.0,0.022136206706492974,2.0072781942210014,0.9340550048316523,0.31000000000000005,0.5018129510503216,0.47890958149364127
frozenset({'20726'}),frozenset({'22382'}),0.04892524863650946,0.060956047481552776,0.025665704202759064,0.5245901639344263,8.606039689387403,1.0,0.022683414423825217,1.9752303828836304,0.9292671614100185,0.3047619047619048,0.49372994225610073,0.47282139775668686
frozenset({'23201'}),frozenset({'23199'}),0.05293551491819057,0.05325633622072506,0.024222008341353865,0.4575757575757576,8.591949616648412,1.0,0.0214028567608535,1.7453933466321827,0.9330008614655683,0.2954990215264187,0.4270632451249191,0.4561975173420957
frozenset({'23207'}),frozenset({'23206'}),0.04218800128328521,0.058229066410009626,0.020372152710940006,0.48288973384030415,8.292932784464066,1.0,0.01791558478251002,1.821218790692408,0.9181503249960109,0.2545090180360721,0.45091715223308737,0.41637599639673606
frozenset({'23202'}),frozenset({'23203'}),0.059351940968880336,0.07427013153673404,0.03609239653512993,0.6081081081081081,8.18778822018563,1.0,0.03168432007241072,2.3622072505614375,0.9332575413066546,0.37006578947368424,0.5766671193806873,0.5470346156091297
frozenset({'22662'}),frozenset({'22383'}),0.03865896695540584,0.06945781199871671,0.02197625922361245,0.5684647302904564,8.184316694297241,1.0,0.01929109196475927,2.1563525702722046,0.9131151793881183,0.25512104283054005,0.5362539439115162,0.44243097946393495
"frozenset({'22384', '22383'})",frozenset({'20725'}),0.029515559833172923,0.08886750080205326,0.021174205967276226,0.717391304347826,8.07259456914142,1.0,0.01855123193012868,3.2240073048542723,0.9027698472326572,0.2178217821782178,0.6898270055113288,0.4778292261811332
frozenset({'23208'}),frozenset({'23209'}),0.04683991017003529,0.06897658004491498,0.025344882900224575,0.541095890410959,7.844632048423065,1.0,0.022114026087084508,2.0287973031857076,0.9154016249909462,0.2801418439716312,0.5070971365992278,0.4542688754380376
"frozenset({'20727', '22384'})",frozenset({'20725'}),0.033525826114854024,0.08886750080205326,0.0232595444337504,0.6937799043062202,7.806902388889849,1.0,0.02028018805459911,2.975417067693295,0.9021536700529403,0.23462783171521034,0.6639126625783409,0.4777563781458899
frozenset({'21929'}),frozenset({'22411'}),0.04764196342637151,0.06079563683028553,0.02197625922361245,0.46127946127946134,7.587377735134993,1.0,0.01907983571726102,1.7433980991337825,0.9116342029263471,0.25417439703153993,0.42640754254759383,0.4113785169194141
frozenset({'20726'}),frozenset({'20728'}),0.04892524863650946,0.061276868784087266,0.022617901828681425,0.46229508196721314,7.544365290533001,1.0,0.01961991578775319,1.7457960672003257,0.9120742019332791,0.25824175824175827,0.42719541028428,0.41570251480559606
frozenset({'23199'}),frozenset({'23202'}),0.05325633622072506,0.059351940968880336,0.02358036573628489,0.4427710843373494,7.460094431781179,1.0,0.020419498812693573,1.6880819221531445,0.9146651544385968,0.2648648648648648,0.40761168822630217,0.42003419081732335
frozenset({'20726'}),frozenset({'22383'}),0.04892524863650946,0.06945781199871671,0.025344882900224575,0.5180327868852459,7.458236474463332,1.0,0.02194664217843943,1.930716784628513,0.9104647612785045,0.27241379310344827,0.4820576441031931,0.4414644303941241
frozenset({'22384'}),frozenset({'20727'}),0.06304138594802695,0.07154315046519089,0.033525826114854024,0.5318066157760813,7.433368705713209,1.0,0.029015646754440162,1.9830627275390214,0.9237030101517978,0.33174603174603173,0.4957295167152887,0.5002082406234667
frozenset({'22385'}),frozenset({'22386'}),0.0381777350016041,0.07186397176772538,0.02021174205967276,0.5294117647058824,7.366859243697479,1.0,0.017468138389361784,1.9722890599935836,0.8985620042991626,0.22499999999999998,0.4929749293426323,0.4053308823529411
frozenset({'23201'}),frozenset({'23202'}),0.05293551491819057,0.059351940968880336,0.02245749117741418,0.42424242424242425,7.147911547911548,1.0,0.01931566562083245,1.6337571551593133,0.9081736353077818,0.25,0.3879139278184298,0.4013104013104013
frozenset({'20726'}),frozenset({'23206'}),0.04892524863650946,0.058229066410009626,0.02021174205967276,0.4131147540983607,7.094648421623087,1.0,0.017362870507691218,1.604693490195235,0.903239926431021,0.2324723247232472,0.37682803220050765,0.38011109605744475
frozenset({'23199'}),frozenset({'23206'}),0.05325633622072506,0.058229066410009626,0.021815848572345205,0.40963855421686746,7.034949716220252,1.0,0.018714781833794804,1.5952446426116165,0.9061085972850678,0.24329159212880144,0.3731369012072818,0.3921471007998938
frozenset({'21929'}),frozenset({'22386'}),0.04764196342637151,0.07186397176772538,0.02406159769008662,0.5050505050505051,7.027867965367966,1.0,0.020637856975454852,1.8752136080611264,0.9006164729661444,0.25210084033613445,0.46672741937173323,0.4199359668109668
frozenset({'20728'}),frozenset({'20727'}),0.061276868784087266,0.07154315046519089,0.030798845043310877,0.5026178010471204,7.025379757237105,1.0,0.026414904799855164,1.8666869290647214,0.9136441957165641,0.3018867924528302,0.4642915293240754,0.46655553729486066
frozenset({'20728'}),frozenset({'22384'}),0.061276868784087266,0.06304138594802695,0.02710940006416426,0.4424083769633508,7.017745094120937,1.0,0.023246421329460008,1.6803670918678577,0.9134792333172899,0.27887788778877887,0.40489194007696094,0.4362169111279858
frozenset({'23206'}),frozenset({'23209'}),0.058229066410009626,0.06897658004491498,0.028071863971767724,0.4820936639118457,6.9892369786661535,1.0,0.024055422111597023,1.7976675608707224,0.9099058325425213,0.28317152103559873,0.4437236217826407,0.4445352040489461
frozenset({'22382'}),frozenset({'20727'}),0.060956047481552776,0.07154315046519089,0.030478023740776388,0.5,6.988789237668161,1.0,0.02611703606404034,1.8569136990696182,0.9125384352579433,0.29874213836477986,0.4614720110573601,0.46300448430493274
frozenset({'85099F'}),frozenset({'22386'}),0.05534167468719923,0.07186397176772538,0.02775104266923324,0.5014492753623189,6.977756211180124,1.0,0.02377397012193371,1.8616681961635742,0.9068754619418785,0.27903225806451615,0.46284735268038296,0.4438049948240166
frozenset({'22382'}),frozenset({'22384'}),0.060956047481552776,0.06304138594802695,0.02662816811036253,0.4368421052631579,6.929449578143832,1.0,0.022785414395211704,1.6637582866343448,0.9112335916951029,0.2734761120263592,0.3989511529208229,0.4296169813847596
frozenset({'22382'}),frozenset({'20728'}),0.060956047481552776,0.061276868784087266,0.02582611485402631,0.42368421052631583,6.914260126756683,1.0,0.022090919130902605,1.6288346569043237,0.9108959844837208,0.2678868552412646,0.3860641436126201,0.42257508955635165
frozenset({'20728'}),frozenset({'22383'}),0.061276868784087266,0.06945781199871671,0.028873917228103944,0.47120418848167533,6.784034436477515,1.0,0.02461775999622878,1.7597381971113375,0.908249791144528,0.28346456692913385,0.43173365126612034,0.4434542882362187
frozenset({'20726'}),frozenset({'20727'}),0.04892524863650946,0.07154315046519089,0.023740776387552134,0.48524590163934433,6.782562669999266,1.0,0.020240509962803462,1.803690058013483,0.8964207081090197,0.24543946932006636,0.44558102121970844,0.4085422333308829
frozenset({'22382'}),frozenset({'22383'}),0.060956047481552776,0.06945781199871671,0.028713506576836703,0.4710526315789474,6.7818524370973625,1.0,0.02447963289067816,1.7592339872661078,0.907888985805437,0.2823343848580442,0.4315707818071295,0.44222377537376933
frozenset({'20726'}),frozenset({'22384'}),0.04892524863650946,0.06304138594802695,0.02085338466474174,0.42622950819672134,6.761106244525091,1.0,0.017769069182844367,1.6329850130620103,0.8959287465780972,0.22887323943661972,0.38762450849141605,0.37850915613398406
frozenset({'22384'}),frozenset({'20725'}),0.06304138594802695,0.08886750080205326,0.03785691369906962,0.6005089058524173,6.7573511174800895,1.0,0.03225458328277078,2.2807329438521853,0.9093390091666448,0.33192686357243323,0.5615444575852059,0.5132508428179055
frozenset({'85099C'}),frozenset({'21931'}),0.05149181905678537,0.06416426050689766,0.022297080526146935,0.43302180685358255,6.7486448598130835,1.0,0.018993146034213322,1.6505674306444276,0.8980651095561906,0.23883161512027487,0.39414774493061944,0.39026090342679126
frozenset({'22384'}),frozenset({'22383'}),0.06304138594802695,0.06945781199871671,0.029515559833172923,0.46819338422391854,6.740687199196093,1.0,0.025136843099856324,1.7497755018397336,0.9089485496080927,0.2866043613707165,0.4284981136445282,0.44656782375168214
"frozenset({'22386', '85099F'})",frozenset({'85099B'}),0.02775104266923324,0.12127045235803657,0.02245749117741418,0.8092485549132947,6.673089274245343,1.0,0.01909210967950909,4.606673083092716,0.8744101633393828,0.17743979721166037,0.7829236019221394,0.49721687004924
frozenset({'20726'}),frozenset({'20725'}),0.04892524863650946,0.08886750080205326,0.028392685274302214,0.580327868852459,6.530259809433627,1.0,0.024044820701856554,2.1710579082451074,0.8904313090973888,0.2595307917888563,0.5393950588778573,0.44991122684500207
"frozenset({'22386', '21931'})",frozenset({'85099B'}),0.02823227462303497,0.12127045235803657,0.022297080526146935,0.7897727272727273,6.5124909812409815,1.0,0.018873339811515167,4.179902713107718,0.8710403746992501,0.17528373266078184,0.7607599820770686,0.48681758056758057
frozenset({'21928'}),frozenset({'22386'}),0.04475457170356112,0.07186397176772538,0.020692974013474495,0.46236559139784944,6.433899769585253,1.0,0.01747673273609314,1.7263330125120309,0.8841426981430496,0.2157190635451505,0.4207374864801579,0.375156009984639
frozenset({'22699'}),frozenset({'22423'}),0.04539621430863009,0.07892204042348412,0.02277831247994867,0.5017667844522968,6.3577523054382485,1.0,0.019195550619209818,1.8486883869514468,0.8827868910657696,0.22432859399684044,0.45907595511592103,0.3951923353155793
frozenset({'23208'}),frozenset({'22383'}),0.04683991017003529,0.06945781199871671,0.02053256336220725,0.4383561643835616,6.311113923249707,1.0,0.01727916568758016,1.6568190176608215,0.8829045355099292,0.21440536013400335,0.3964337749986422,0.3669840868107185
frozenset({'23206'}),frozenset({'22383'}),0.058229066410009626,0.06945781199871671,0.025344882900224575,0.4352617079889807,6.266562327028419,1.0,0.021300419352657335,1.6477405572900772,0.8923856587517706,0.24764890282131663,0.39310834125207816,0.40007889094599147
frozenset({'22383'}),frozenset({'20727'}),0.06945781199871671,0.07154315046519089,0.031119666345845363,0.44803695150115475,6.2624716494578445,1.0,0.026150435651038233,1.6820996479019763,0.9030419568613304,0.28321167883211684,0.40550489904253606,0.44150726498824555
frozenset({'23208'}),frozenset({'20727'}),0.04683991017003529,0.07154315046519089,0.02085338466474174,0.4452054794520548,6.222894526690829,1.0,0.01750230992367088,1.6735148152108905,0.8805478600833699,0.21381578947368424,0.40245524514583786,0.3683426500399287
frozenset({'22662'}),frozenset({'20725'}),0.03865896695540584,0.08886750080205326,0.021174205967276226,0.5477178423236514,6.163308716688886,1.0,0.017738680190360148,2.014522314740414,0.8714383952995666,0.19909502262443438,0.5036044065221202,0.3929924951690459
frozenset({'21931'}),frozenset({'22386'}),0.06416426050689766,0.07186397176772538,0.02823227462303497,0.43999999999999995,6.12267857142857,1.0,0.023621176017470297,1.6573857647004901,0.8940380839592358,0.26190476190476186,0.3966401659177324,0.41642857142857137
frozenset({'21733'}),frozenset({'85123A'}),0.03801732435033686,0.10956047481552775,0.025344882900224575,0.6666666666666666,6.084919472913616,1.0,0.021179686793185742,2.6713185755534163,0.8686843421710856,0.2073490813648294,0.625653035489101,0.44899951195705223
frozenset({'23209'}),frozenset({'23203'}),0.06897658004491498,0.07427013153673404,0.031119666345845363,0.4511627906976744,6.0746195188105885,1.0,0.025996766672955463,1.6867112010135779,0.8972713450375497,0.2775393419170243,0.4071302784975398,0.43508463508965795
frozenset({'85099F'}),frozenset({'21931'}),0.05534167468719923,0.06416426050689766,0.021495027269810715,0.3884057971014493,6.053304347826087,1.0,0.01794406963829328,1.5301579626782953,0.8837067844678795,0.2193126022913257,0.34647270125650237,0.3617028985507246
frozenset({'22382'}),frozenset({'20725'}),0.060956047481552776,0.08886750080205326,0.032402951555983314,0.531578947368421,5.981702451073532,1.0,0.026985939957526427,1.945114324130448,0.8868844861937509,0.27595628415300544,0.4858914010378058,0.4480999429982899
frozenset({'23206'}),frozenset({'22382'}),0.058229066410009626,0.060956047481552776,0.021174205967276226,0.3636363636363636,5.965550239234449,1.0,0.01762479223038119,1.4756404968147026,0.8838358030999829,0.21603927986906707,0.32232816722054847,0.35550239234449754
frozenset({'85099C'}),frozenset({'22386'}),0.05149181905678537,0.07186397176772538,0.02165543792107796,0.42056074766355145,5.852177903871829,1.0,0.017955031290112312,1.6017831454976352,0.8741342052351692,0.21293375394321765,0.3756957658027272,0.3609500166889186
frozenset({'23199'}),frozenset({'23203'}),0.05325633622072506,0.07427013153673404,0.022938723131215914,0.4307228915662651,5.799409300268027,1.0,0.01898336803493813,1.6261498218508166,0.8741211347107652,0.21932515337423314,0.38505051222042913,0.3697890915714695
frozenset({'22383'}),frozenset({'20725'}),0.06945781199871671,0.08886750080205326,0.0356111645813282,0.5127020785219399,5.769286565894898,1.0,0.029438622417823378,1.8697647969322793,0.8883727720135236,0.2901960784313726,0.4651733728003123,0.4567120500912949
frozenset({'20727'}),frozenset({'20725'}),0.07154315046519089,0.08886750080205326,0.03641321783766442,0.5089686098654709,5.727274934839974,1.0,0.030055356856317654,1.8555483773620285,0.8889986574075482,0.2936610608020699,0.46107575948967355,0.45935795114212175
frozenset({'23206'}),frozenset({'20727'}),0.058229066410009626,0.07154315046519089,0.023099133782483156,0.396694214876033,5.544824519141682,1.0,0.018933242922864246,1.538949024571396,0.8703301538636236,0.21654135338345862,0.3502058976394592,0.35978208501649184
frozenset({'22382'}),frozenset({'23209'}),0.060956047481552776,0.06897658004491498,0.0232595444337504,0.381578947368421,5.532007343941248,1.0,0.019055004745417436,1.5054846790763075,0.8724126150112508,0.2180451127819549,0.3357620878522979,0.3593941248470012
frozenset({'22411'}),frozenset({'21931'}),0.06079563683028553,0.06416426050689766,0.021495027269810715,0.35356200527704484,5.510263852242743,1.0,0.017594120190549532,1.447680592930146,0.8715041360235543,0.20775193798449612,0.30923989388020184,0.3442810026385224
frozenset({'22411'}),frozenset({'22386'}),0.06079563683028553,0.07186397176772538,0.02390118703881938,0.3931398416886544,5.4706111006407845,1.0,0.019532171110046855,1.529406759565357,0.8701035654720626,0.21976401179941008,0.34615170637522846,0.36286456370147
frozenset({'22386'}),frozenset({'85099B'}),0.07186397176772538,0.12127045235803657,0.04748155277510427,0.6607142857142857,5.44827097505669,1.0,0.03876657641058704,2.5899397193657867,0.8796722751095374,0.32599118942731276,0.6138906274448442,0.5261243386243386
frozenset({'20728'}),frozenset({'20725'}),0.061276868784087266,0.08886750080205326,0.029515559833172923,0.4816753926701571,5.420152342790179,1.0,0.024070037647355734,1.7578414883515943,0.8687368123866979,0.24468085106382978,0.43112049258904217,0.406902678284537
frozenset({'85099F'}),frozenset({'85099B'}),0.05534167468719923,0.12127045235803657,0.036252807186397173,0.6550724637681159,5.401748332183114,1.0,0.02954149726282922,2.5475772599703976,0.8626132116725799,0.2582857142857143,0.6074701969935076,0.4770071313549574
frozenset({'23209'}),frozenset({'20725'}),0.06897658004491498,0.08886750080205326,0.03288418350978505,0.47674418604651164,5.364662916631685,1.0,0.026754407227320677,1.7412754429116313,0.8738716780689516,0.26315789473684215,0.4257083196855552,0.42339014356477206
frozenset({'23201'}),frozenset({'23203'}),0.05293551491819057,0.07427013153673404,0.02085338466474174,0.393939393939394,5.30414294129197,1.0,0.016921857008802978,1.5274542829643891,0.8568245778611633,0.19607843137254904,0.3453159212992864,0.33735846586818513
frozenset({'23202'}),frozenset({'23209'}),0.059351940968880336,0.06897658004491498,0.02165543792107796,0.36486486486486486,5.289692017598994,1.0,0.017561544014016918,1.4658666612058786,0.8621216714668284,0.20300751879699247,0.3178097118483059,0.3394091766184789
frozenset({'23208'}),frozenset({'20725'}),0.04683991017003529,0.08886750080205326,0.02197625922361245,0.46917808219178087,5.279523762425202,1.0,0.017813713469008736,1.716456063005164,0.850422699231255,0.19322990126939352,0.41740425429288064,0.35823525048217203
frozenset({'23206'}),frozenset({'20725'}),0.058229066410009626,0.08886750080205326,0.026948989412897015,0.46280991735537186,5.207864665692036,1.0,0.02177431780700267,1.6961081908146394,0.8579397522933546,0.22429906542056074,0.4104149691537656,0.383029507414148
frozenset({'21928'}),frozenset({'85099B'}),0.04475457170356112,0.12127045235803657,0.028071863971767724,0.6272401433691756,5.172242134607726,1.0,0.022644456816186685,2.357360998001036,0.8444534005037784,0.20348837209302326,0.5757968334726982,0.42936081242532853
frozenset({'23209'}),frozenset({'20727'}),0.06897658004491498,0.07154315046519089,0.02550529355149182,0.3697674418604651,5.168453436229012,1.0,0.020570491706764185,1.4731972151290327,0.8662709300460756,0.22175732217573227,0.32120425579788175,0.36313484200646573
frozenset({'22384'}),frozenset({'23209'}),0.06304138594802695,0.06897658004491498,0.02245749117741418,0.3562340966921119,5.164565950647967,1.0,0.01810911197342772,1.4462142452266735,0.8606280724924793,0.2049780380673499,0.3085395173636502,0.3409077460204746
frozenset({'22385'}),frozenset({'85099B'}),0.0381777350016041,0.12127045235803657,0.023740776387552134,0.6218487394957984,5.127784447112179,1.0,0.019110945193902357,2.3237514704309707,0.8369363359356687,0.17494089834515367,0.5696613804338824,0.4088079676314971
frozenset({'23209'}),frozenset({'22383'}),0.06897658004491498,0.06945781199871671,0.023740776387552134,0.34418604651162793,4.955325205435308,1.0,0.018949814058477996,1.4189118469523117,0.8573327807476671,0.206993006993007,0.2952345826501446,0.3429937160964606
frozenset({'23298'}),frozenset({'47566'}),0.058549887712544116,0.08373435996150144,0.024222008341353865,0.41369863013698627,4.940607778302629,1.0,0.019319370967926207,1.5627895262338876,0.8471991686027946,0.20516304347826084,0.3601185679751352,0.35148533039416363
