antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'47590A'}),frozenset({'47590B'}),0.02658272123119972,0.02833158447009444,0.023084994753410283,0.868421052631579,30.65204678362573,1.0,0.022331864141403576,7.384679958027284,0.9937934864273349,0.7252747252747253,0.8645845174491305,0.8416179337231968
"frozenset({'22699', '22698'})",frozenset({'22697'}),0.028681357117873382,0.04407135362014691,0.026232948583420776,0.9146341463414634,20.75348432055749,1.0,0.02496892235157326,11.198021286163998,0.9799207778177889,0.5639097744360902,0.9106985087413992,0.7549361207897793
frozenset({'22698'}),frozenset({'22697'}),0.03427771948233648,0.04407135362014691,0.030430220356768102,0.8877551020408163,20.1435860058309,1.0,0.028919554860169852,8.516455213202326,0.984088723476002,0.635036496350365,0.8825802549340263,0.7891156462585034
frozenset({'23300'}),frozenset({'23301'}),0.03147953830010493,0.03882476390346275,0.022385449457852397,0.7111111111111112,18.31591591591592,1.0,0.021163263815560808,3.3271450480264764,0.9761308234019502,0.46715328467153294,0.6994420184376517,0.6438438438438439
frozenset({'22698'}),frozenset({'22699'}),0.03427771948233648,0.0472193074501574,0.028681357117873382,0.8367346938775511,17.72018140589569,1.0,0.027062786942946684,5.835781741867787,0.9770585065502955,0.5430463576158939,0.8286433516137733,0.7220710506424792
"frozenset({'22423', '22697'})",frozenset({'22699'}),0.025183630640083946,0.0472193074501574,0.020286813571178734,0.8055555555555555,17.059876543209874,1.0,0.019097659973273406,4.900014990256331,0.9657028321146208,0.38926174496644295,0.7959189916789036,0.6175925925925925
frozenset({'22697'}),frozenset({'22699'}),0.04407135362014691,0.0472193074501574,0.03427771948233648,0.7777777777777778,16.471604938271604,1.0,0.03219670068600216,4.287513116474292,0.9825936960953428,0.6012269938650305,0.7667645619187471,0.7518518518518518
frozenset({'22910'}),frozenset({'22086'}),0.030779993004547045,0.047918852745715286,0.020286813571178734,0.6590909090909091,13.75431320504313,1.0,0.0188118716188797,2.792771365279235,0.9567441108027727,0.34730538922155685,0.64193273662414,0.5412242866622429
frozenset({'82494L'}),frozenset({'82482'}),0.041273172437915354,0.04651976215459951,0.02378454004896817,0.576271186440678,12.387664075442844,1.0,0.021864521883790577,2.2502133613151454,0.9588492821426273,0.37158469945355194,0.5555976970043648,0.5437746909646999
frozenset({'21166'}),frozenset({'21175'}),0.04477089891570479,0.04896817068905212,0.026232948583420776,0.5859375,11.965680803571427,1.0,0.024040599563414245,2.2968315877698364,0.9593799585011594,0.38860103626943,0.5646176213681501,0.5608258928571428
