antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'22867'}),frozenset({'22865'}),0.039401103230890466,0.04176516942474389,0.02364066193853428,0.6,14.366037735849057,1.0,0.021995068186574315,2.39558707643814,0.9685534591194969,0.41095890410958896,0.5825657894736842,0.5830188679245283
"frozenset({'22579', '22577'})",frozenset({'22578'}),0.027580772261623327,0.06698187549251379,0.0252167060677699,0.9142857142857143,13.649747899159664,1.0,0.023369294214154467,10.885211452587336,0.9530237034035657,0.3636363636363637,0.9081322393822393,0.6453781512605042
frozenset({'22579'}),frozenset({'22578'}),0.036249014972419225,0.06698187549251379,0.03152088258471237,0.8695652173913043,12.982097186700766,1.0,0.029092855577103515,7.153138954557393,0.9576860179885528,0.43956043956043955,0.8602012338425382,0.670076726342711
frozenset({'23300'}),frozenset({'23301'}),0.038613081166272656,0.05200945626477541,0.0252167060677699,0.653061224489796,12.556586270871987,1.0,0.023208460711604418,2.7324433319427066,0.9573258196721312,0.3855421686746989,0.6340271769555703,0.5689548546691404
frozenset({'22617'}),frozenset({'22138'}),0.026004728132387706,0.07171000788022065,0.022852639873916468,0.8787878787878788,12.254745254745254,1.0,0.02098784061461995,7.65839243498818,0.9429193170405088,0.30526315789473685,0.8694242938725112,0.5987345987345987
frozenset({'22579'}),frozenset({'22577'}),0.036249014972419225,0.06304176516942474,0.027580772261623327,0.7608695652173915,12.069293478260873,1.0,0.025295570372109114,3.918188982018772,0.9516411634154889,0.3846153846153847,0.7447800489998905,0.5991847826086958
frozenset({'22577'}),frozenset({'22578'}),0.06304176516942474,0.06698187549251379,0.04728132387706856,0.75,11.197058823529412,1.0,0.043058668211661856,3.732072498029945,0.9719652368937483,0.5714285714285715,0.7320523648648649,0.7279411764705882
frozenset({'23356'}),frozenset({'23355'}),0.046493301812450746,0.06382978723404255,0.02048857368006304,0.4406779661016949,6.903954802259888,1.0,0.017520916117566183,1.6737588652482267,0.8968531468531468,0.2280701754385965,0.4025423728813559,0.3808328102113413
frozenset({'22112'}),frozenset({'23355'}),0.04806934594168637,0.06382978723404255,0.02048857368006304,0.4262295081967213,6.6775956284153,1.0,0.017420317556125612,1.6316109422492402,0.8931800815078961,0.22413793103448276,0.38710879284649774,0.37360858125885443
frozenset({'22910'}),frozenset({'22086'}),0.055161544523246654,0.08668242710795902,0.029156816390858944,0.5285714285714286,6.0977922077922075,1.0,0.02437527982856018,1.9373403061346324,0.8848139215111691,0.2587412587412587,0.4838284235178109,0.43246753246753245
frozenset({'22909'}),frozenset({'22086'}),0.05831363278171789,0.08668242710795902,0.02127659574468085,0.36486486486486486,4.2092137592137595,1.0,0.0162218285216793,1.4379893700853412,0.8096389276305594,0.17197452229299365,0.30458456731105565,0.30515970515970514
